,loss,accuracy,val_loss,val_accuracy,lr
0,6.295743465423584,0.1516493409872055,5.327729225158691,0.18838559091091156,0.0005
1,5.020721435546875,0.1700582057237625,4.673503398895264,0.16701510548591614,0.0005
2,4.364067554473877,0.18583014607429504,4.062829494476318,0.208826944231987,0.0005
3,3.811849355697632,0.19607940316200256,3.631531000137329,0.06806039810180664,0.0005
4,3.4168102741241455,0.17672520875930786,3.255388021469116,0.2606271803379059,0.0005
5,3.0797536373138428,0.2198616862297058,3.0205509662628174,0.2450638860464096,0.0005
6,2.8327925205230713,0.2109060138463974,2.797591209411621,0.2824622392654419,0.0005
7,2.6452836990356445,0.24722622334957123,2.6159932613372803,0.22067363560199738,0.0005
8,2.5070276260375977,0.24439026415348053,2.4650988578796387,0.271312415599823,0.0005
9,2.3778223991394043,0.26314741373062134,2.3422956466674805,0.3036004602909088,0.0005
10,2.2733888626098633,0.2917557954788208,2.2777352333068848,0.31486642360687256,0.0005
11,2.258941650390625,0.2894173860549927,2.270970344543457,0.2518002390861511,0.0005
12,2.1546692848205566,0.30951789021492004,2.1844089031219482,0.2864111363887787,0.0005
13,2.08223557472229,0.3396686315536499,2.0760560035705566,0.3315911591053009,0.0005
14,2.0139853954315186,0.36250558495521545,2.0774788856506348,0.31405341625213623,0.0005
15,1.9666916131973267,0.3734016716480255,1.8806270360946655,0.4164924621582031,0.0005
16,1.9076887369155884,0.38305386900901794,1.8741110563278198,0.41277584433555603,0.0005
17,1.8651275634765625,0.4015125036239624,1.8418704271316528,0.4040650427341461,0.0005
18,1.8231818675994873,0.4045972526073456,1.7577544450759888,0.4404181241989136,0.0005
19,1.79976224899292,0.41335389018058777,1.877662181854248,0.3839721381664276,0.0005
20,1.763427495956421,0.4262898564338684,1.746384859085083,0.4495934844017029,0.0005
21,1.756496787071228,0.4225085973739624,1.8138411045074463,0.389314740896225,0.0005
22,1.7224169969558716,0.4325588345527649,1.7412397861480713,0.43461090326309204,0.0005
23,1.7093024253845215,0.43509626388549805,1.7472337484359741,0.4243902564048767,0.0005
24,1.7024750709533691,0.4364396333694458,1.6243587732315063,0.4770034849643707,0.0005
25,1.6549134254455566,0.4469376504421234,1.672362208366394,0.45029035210609436,0.0005
26,1.6444048881530762,0.4464898705482483,1.6832900047302246,0.44006967544555664,0.0005
27,1.6346569061279297,0.45221155881881714,1.7607561349868774,0.41207897663116455,0.0005
28,1.632843255996704,0.45315685868263245,1.6522549390792847,0.4554007053375244,0.0005
29,1.609562873840332,0.45728641748428345,1.733724594116211,0.41277584433555603,0.00025
30,1.633558750152588,0.4520622789859772,1.6511216163635254,0.46713125705718994,0.0005
31,1.5933237075805664,0.46400317549705505,1.6312652826309204,0.4682926833629608,0.0005
32,1.5799190998077393,0.46932682394981384,1.7860900163650513,0.4002322852611542,0.0005
33,1.5708060264587402,0.4675854444503784,1.5824123620986938,0.47653889656066895,0.0005
34,1.5523009300231934,0.4773869216442108,1.7365682125091553,0.42148664593696594,0.0005
35,1.548380732536316,0.47674012184143066,1.7150542736053467,0.4235772490501404,0.0005
36,1.5241538286209106,0.48430269956588745,1.645726203918457,0.45923346281051636,0.0005
37,1.5311357975006104,0.47614309191703796,1.639699935913086,0.45447155833244324,0.0005
38,1.5173317193984985,0.48300909996032715,1.6694365739822388,0.4479674696922302,0.00025
39,1.494139552116394,0.492860347032547,1.5411933660507202,0.49094077944755554,0.0005
40,1.4961674213409424,0.4917657673358917,1.5964784622192383,0.4746806025505066,0.0005
41,1.5009599924087524,0.49395492672920227,1.7031028270721436,0.4370499551296234,0.0005
42,1.505186676979065,0.49410417675971985,1.6869913339614868,0.4405342638492584,0.0005
43,1.473038673400879,0.5000248551368713,1.7174588441848755,0.43391406536102295,0.0005
44,1.4654160737991333,0.5068411231040955,1.5444622039794922,0.48919859528541565,0.00025
45,1.4671084880828857,0.5019155144691467,1.4919698238372803,0.5066202282905579,0.0005
46,1.6587780714035034,0.4464898705482483,1.666649580001831,0.4565621316432953,0.0005
47,1.5713493824005127,0.482561320066452,1.5872995853424072,0.48966318368911743,0.0005
48,1.494475245475769,0.5052987933158875,1.4862345457077026,0.5084785223007202,0.0005
49,1.4536073207855225,0.5071893930435181,1.5668485164642334,0.4954703748226166,0.0005
50,1.4450254440307617,0.5139558911323547,1.7102625370025635,0.4347270727157593,0.0005
51,1.4437676668167114,0.5128116011619568,1.4920557737350464,0.49767711758613586,0.0005
52,1.4423092603683472,0.5140056610107422,1.5756827592849731,0.47932636737823486,0.0005
53,1.4373924732208252,0.5124633312225342,1.525667428970337,0.5,0.00025
54,1.4131605625152588,0.5216677188873291,1.5395827293395996,0.490011602640152,0.0005
55,1.4189659357070923,0.5179859399795532,1.7084856033325195,0.4617886245250702,0.0005
56,1.4172580242156982,0.5199761390686035,1.617281198501587,0.4595818817615509,0.0005
57,1.4096248149871826,0.5214687585830688,1.5232453346252441,0.48873403668403625,0.0005
58,1.3909062147140503,0.5266928672790527,1.5344665050506592,0.4828106760978699,0.00025
59,1.3782262802124023,0.5280362367630005,1.557594656944275,0.501393735408783,0.0005
60,1.3865985870361328,0.5305736660957336,1.4658113718032837,0.5228803753852844,0.0005
61,1.3959182500839233,0.5295785665512085,1.5404789447784424,0.5049942135810852,0.0005
62,1.4198815822601318,0.5256480574607849,1.5836727619171143,0.49198606610298157,0.0005
63,1.3893707990646362,0.5365440845489502,1.4540876150131226,0.5154471397399902,0.0005
64,1.3767168521881104,0.5299268364906311,1.4583747386932373,0.5203251838684082,0.0005
65,1.3721270561218262,0.5365440845489502,1.4578138589859009,0.5282229781150818,0.0005
66,1.3411415815353394,0.5458977818489075,1.4208152294158936,0.5312427282333374,0.0005
67,1.3585002422332764,0.542564332485199,1.5131747722625732,0.49094077944755554,0.0005
68,1.3485289812088013,0.5462461113929749,1.3965063095092773,0.5423925518989563,0.0005
69,1.331170916557312,0.5502263903617859,5.7308735847473145,0.250522643327713,0.0005
70,1.3670023679733276,0.5393303036689758,1.4079735279083252,0.5436701774597168,0.0005
71,1.3293602466583252,0.5535598993301392,1.8877294063568115,0.3973286747932434,0.0005
72,1.3541477918624878,0.54654461145401,1.4175420999526978,0.542624831199646,0.0005
73,1.3515275716781616,0.54654461145401,1.541113018989563,0.49047619104385376,0.00025
74,1.3268404006958008,0.5531618595123291,1.3581392765045166,0.5571428537368774,0.0005
75,1.314080834388733,0.557241678237915,1.6051872968673706,0.48571428656578064,0.0005
76,1.3015327453613281,0.5615702271461487,1.445940613746643,0.5254355669021606,0.0005
77,1.305139422416687,0.562664806842804,1.5372676849365234,0.49744483828544617,0.0005
78,1.291151523590088,0.563261866569519,1.458086609840393,0.5231126546859741,0.0005
79,1.2886192798614502,0.567341685295105,1.6864334344863892,0.4982578456401825,0.00025
80,1.2977848052978516,0.5638091564178467,1.4201587438583374,0.5403019785881042,0.0005
81,1.2288814783096313,0.5845066905021667,1.307726263999939,0.5773519277572632,5e-05
82,1.193636178970337,0.5980396866798401,1.3006731271743774,0.5797909498214722,5e-05
83,1.1759624481201172,0.6031643152236938,1.280256748199463,0.5844367146492004,5e-05
84,1.158981442451477,0.6081894636154175,1.2837975025177002,0.5818815231323242,5e-05
85,1.153095006942749,0.6121200323104858,1.2727361917495728,0.5869918465614319,5e-05
86,1.143553614616394,0.6145579218864441,1.286185622215271,0.5887340307235718,5e-05
87,1.126786231994629,0.6139609217643738,1.2735624313354492,0.5865272879600525,5e-05
88,1.1269229650497437,0.6151549816131592,1.2654441595077515,0.5901277661323547,5e-05
89,1.1163427829742432,0.6165480613708496,1.287277340888977,0.5878048539161682,5e-05
90,1.1180094480514526,0.6200805902481079,1.2470974922180176,0.5989546775817871,5e-05
91,1.103481411933899,0.6218717098236084,1.2673892974853516,0.5871080160140991,5e-05
92,1.1087452173233032,0.6248071789741516,1.2764039039611816,0.5909407734870911,5e-05
93,1.1021825075149536,0.6246082186698914,1.2606234550476074,0.5897793173789978,5e-05
94,1.0925543308258057,0.6256530284881592,1.24086332321167,0.5994192957878113,5e-05
95,1.0912824869155884,0.620478630065918,1.2772709131240845,0.5909407734870911,5e-05
96,1.0844125747680664,0.6261007785797119,1.2498008012771606,0.5955865383148193,5e-05
97,1.0690653324127197,0.6321707367897034,1.234857439994812,0.6009291410446167,5e-05
98,1.0724879503250122,0.6339619159698486,1.239427089691162,0.6011614203453064,5e-05
99,1.0648727416992188,0.6324692964553833,1.2415599822998047,0.5973286628723145,5e-05
100,1.0599747896194458,0.641176164150238,1.2658509016036987,0.5979093909263611,5e-05
101,1.0629823207855225,0.6352057456970215,1.244868278503418,0.6013936996459961,5e-05
102,1.0523779392242432,0.6398825645446777,1.2523821592330933,0.5938443541526794,2.5e-05
103,1.0590683221817017,0.6378924250602722,1.2925281524658203,0.5851335525512695,5e-05
104,1.0475443601608276,0.637394905090332,1.244467854499817,0.5946573615074158,5e-05
105,1.0490280389785767,0.6432658433914185,1.2400206327438354,0.5991870164871216,5e-05
106,1.0439784526824951,0.6442111730575562,1.2285971641540527,0.6024390459060669,5e-05
107,1.0371242761611938,0.6444101929664612,1.2474305629730225,0.5954703688621521,5e-05
108,1.0298292636871338,0.6503308415412903,1.2316608428955078,0.6060394644737244,5e-05
109,1.0226473808288574,0.6500821113586426,1.2387261390686035,0.5969802737236023,5e-05
110,1.0196325778961182,0.6545102000236511,1.2445147037506104,0.5997676849365234,5e-05
